# Program:featureCounts v1.5.0-p1; Command:""featureCounts"" ""-a"" ""ws254.saf"" ""-o"" ""counts.txt"" ""-s"" ""2"" ""-F"" ""SAF"" ""1_S1_R1_001"" ""2_S2_R1_001"" ""3_S3_R1_001"" ""4_S4_R1_001"" ""5_S5_R1_001"" ""6_S6_R1_001"" ""7_S7_R1_001"" "
Geneid	Chr	Start	End	Strand	Length	s1_S1_R1_001	s2_S2_R1_001	s3_S3_R1_001	s5_S5_R1_001	s6_S6_R1_001	s7_S7_R1_001
WBGene00020407	chrII	3129179	3131288	+	2110	212	176	149	141	236	290
WBGene00005568	chrII	3134099	3135283	+	1185	55	30	153	153	17	59
WBGene00005566	chrII	3135581	3137904	-	2324	16	0	29	20	38	30
WBGene00005554	chrII	3140918	3142955	-	2038	0	0	4	0	0	8
WBGene00005555	chrII	3143394	3144652	-	1259	6	0	20	4	0	14
WBGene00077522	chrII	3146142	3146992	+	851	100	0	153	159	86	123
WBGene00020410	chrII	3148504	3149621	-	1118	0	0	0	0	0	0
WBGene00020406	chrII	3150140	3152575	+	2436	0	0	0	0	0	0
WBGene00044889	chrII	3151332	3151784	-	453	0	0	0	0	0	0
WBGene00005544	chrII	3153050	3154483	-	1434	18	0	17	47	11	11
WBGene00197562	chrII	3153866	3153948	+	83	0	0	0	0	0	0
WBGene00005545	chrII	3155167	3156849	-	1683	2	0	2	25	0	0
WBGene00005546	chrII	3157491	3159085	-	1595	0	0	0	0	0	0
WBGene00021297	chrII	3168767	3170189	-	1423	12	0	14	12	20	25
WBGene00045303	chrII	3171468	3172276	-	809	0	0	0	3	0	0
WBGene00005552	chrII	3177963	3180476	+	2514	91	33	56	101	137	71
WBGene00021298	chrII	3180479	3182676	-	2198	0	0	0	0	0	0
WBGene00021299	chrII	3183763	3184630	+	868	3	0	13	3	26	8
WBGene00005590	chrII	3185158	3186790	+	1633	18	27	10	10	13	18
WBGene00005570	chrII	3187286	3188828	+	1543	112	67	53	74	126	85
WBGene00045304	chrII	3189338	3190954	+	1617	3	0	0	0	0	0
WBGene00021300	chrII	3191213	3191644	-	432	0	0	0	0	0	0
WBGene00001541	chrII	3192420	3197066	-	4647	3386	1978	2828	2784	3396	3659
WBGene00005563	chrII	3197613	3199098	-	1486	3	0	0	0	1	0
WBGene00005560	chrII	3199583	3200906	-	1324	30	0	4	22	78	33
WBGene00005565	chrII	3201204	3202619	-	1416	0	0	5	8	32	0
WBGene00005562	chrII	3203715	3205543	+	1829	3	0	4	4	0	0
WBGene00044371	chrII	3206020	3206541	-	522	0	0	0	0	0	0
WBGene00044372	chrII	3206939	3207388	+	450	0	0	0	0	0	0
WBGene00022570	chrII	3207683	3208751	-	1069	11	0	6	5	0	9
WBGene00022569	chrII	3209478	3211181	+	1704	656	542	603	853	1192	1375
WBGene00022568	chrII	3212371	3213208	+	838	118	85	39	85	69	111
WBGene00022567	chrII	3214452	3215565	+	1114	37	56	13	36	40	154
WBGene00022566	chrII	3216081	3216600	+	520	28	28	24	27	47	77
WBGene00022565	chrII	3217907	3218990	+	1084	22	0	12	1	37	33
WBGene00194717	chrII	3219687	3220774	-	1088	4	0	0	1	0	5
WBGene00022572	chrII	3221126	3222010	-	885	3	0	0	0	0	0
WBGene00022571	chrII	3222406	3222827	-	422	1	0	0	1	0	0
WBGene00022573	chrII	3223497	3224731	-	1235	23	0	15	4	38	32
WBGene00022574	chrII	3224770	3225285	-	516	171	36	33	44	101	182
WBGene00022575	chrII	3225348	3225968	-	621	20	0	7	2	0	15
WBGene00023399	chrII	3227258	3228295	+	1038	0	0	0	0	0	0
WBGene00005501	chrII	3228885	3230522	-	1638	0	0	0	0	0	0
WBGene00015914	chrII	3230817	3234813	-	3997	276	279	318	317	367	669
WBGene00023479	chrII	3235956	3237138	-	1183	0	0	0	1	0	7
WBGene00044373	chrII	3237471	3238179	+	709	106	136	27	28	159	400
WBGene00023480	chrII	3238169	3240043	-	1875	27	0	8	17	0	87
WBGene00015911	chrII	3240545	3241726	+	1182	9	5	7	14	0	5
WBGene00044374	chrII	3243676	3244162	-	487	10	0	6	0	0	0
WBGene00015913	chrII	3245087	3246015	-	929	1861	699	820	890	1153	1960
WBGene00015912	chrII	3246316	3248174	-	1859	7	0	6	0	0	13
WBGene00015910	chrII	3248623	3249386	+	764	2	0	4	0	0	0
WBGene00196362	chrII	3249093	3249142	-	50	0	0	0	0	0	0
WBGene00015909	chrII	3250313	3250856	+	544	0	0	0	0	0	0
WBGene00001544	chrII	3250985	3259354	-	8370	1670	727	1361	1168	2684	1336
WBGene00017180	chrII	3262829	3264382	+	1554	1341	803	786	1765	982	2213
WBGene00195073	chrII	3267663	3271505	+	3843	2247	1372	927	1736	2551	3314
WBGene00022978	chrII	3267989	3268070	+	82	0	0	0	0	0	0
WBGene00017181	chrII	3272349	3275023	-	2675	0	0	0	0	0	0
WBGene00017182	chrII	3276256	3277305	-	1050	1	0	0	0	0	0
WBGene00017179	chrII	3278987	3281686	+	2700	0	35	0	7	0	1
WBGene00195991	chrII	3280449	3280502	+	54	0	0	0	0	0	0
WBGene00018196	chrII	3282653	3287158	+	4506	3	0	0	1	0	0
WBGene00017183	chrII	3283667	3284657	-	991	0	0	0	0	0	0
WBGene00005575	chrII	3287373	3289031	+	1659	13	0	15	7	0	4
WBGene00198800	chrII	3288550	3288698	-	149	0	0	0	0	0	0
WBGene00044375	chrII	3290486	3290644	-	159	0	0	0	0	0	0
WBGene00023281	chrII	3292264	3293472	+	1209	109	33	39	105	70	148
WBGene00023282	chrII	3294021	3295068	+	1048	21	0	4	14	0	20
WBGene00018200	chrII	3295414	3296582	+	1169	207	23	138	108	48	159
WBGene00018195	chrII	3296908	3298027	+	1120	398	36	232	126	213	345
WBGene00018201	chrII	3298395	3299589	+	1195	9	16	10	13	13	48
WBGene00269387	chrII	3299825	3300676	+	852	17	25	4	9	30	44
WBGene00023036	chrII	3302761	3303750	-	990	1180	451	582	1004	1172	1513
WBGene00195022	chrII	3305738	3305756	+	19	0	0	0	0	0	0
WBGene00249812	chrII	3306220	3306240	+	21	0	0	0	0	0	0
WBGene00003354	chrII	3306234	3306336	+	103	0	0	0	0	0	0
WBGene00195028	chrII	3306235	3306252	+	18	0	0	0	0	0	0
WBGene00195027	chrII	3306367	3306386	+	20	0	0	0	3	0	0
WBGene00018199	chrII	3306380	3306890	-	511	70	17	29	57	71	86
WBGene00195026	chrII	3306470	3306487	+	18	3	0	0	0	0	0
WBGene00195023	chrII	3307469	3307488	+	20	0	0	0	0	0	0
WBGene00195025	chrII	3309254	3309274	+	21	0	0	0	0	0	0
WBGene00249813	chrII	3309269	3309287	+	19	0	0	0	0	0	0
WBGene00195024	chrII	3309988	3310006	+	19	0	0	0	0	0	0
WBGene00018198	chrII	3311926	3312547	-	622	20	48	38	9	14	74
WBGene00219690	chrII	3313083	3313507	-	425	47	51	32	53	51	96
WBGene00018194	chrII	3318302	3320358	+	2057	178	52	91	56	286	243
WBGene00021590	chrII	3321060	3323279	-	2220	108	0	97	30	155	122
WBGene00021589	chrII	3324021	3326431	+	2411	284	287	332	496	227	485
WBGene00169516	chrII	3324881	3324901	-	21	0	0	0	0	0	0
WBGene00021591	chrII	3326492	3327197	-	706	0	0	0	1	0	0
WBGene00044751	chrII	3328359	3328381	+	23	0	0	0	0	0	0
WBGene00017454	chrII	3329786	3331806	+	2021	18	0	6	12	70	54
WBGene00199984	chrII	3330510	3330562	+	53	0	0	0	0	0	0
WBGene00077751	chrII	3331889	3334205	+	2317	40	0	15	28	82	30
WBGene00206522	chrII	3335422	3337139	-	1718	1440	2176	923	2502	2268	4964
WBGene00017455	chrII	3337968	3338656	-	689	0	0	0	0	0	0
WBGene00017453	chrII	3340556	3341260	+	705	12	0	8	0	25	9
WBGene00017459	chrII	3341268	3342104	-	837	1	0	0	0	0	12
WBGene00023427	chrII	3342335	3343814	-	1480	5	17	0	2	68	33
WBGene00017461	chrII	3343710	3344967	-	1258	25	0	0	9	38	49
WBGene00017460	chrII	3345218	3346378	-	1161	4	0	0	3	0	18
WBGene00017462	chrII	3346745	3347519	-	775	1	6	0	2	0	19
WBGene00017456	chrII	3347574	3349870	-	2297	5	0	0	7	18	2
WBGene00017452	chrII	3350252	3358981	+	8730	6	0	0	3	0	33
WBGene00017451	chrII	3359139	3360255	+	1117	1	0	0	0	0	0
WBGene00017450	chrII	3360221	3361354	+	1134	0	0	0	2	0	16
WBGene00021728	chrII	3361899	3365961	-	4063	22	0	6	8	56	25
WBGene00021729	chrII	3367258	3368197	-	940	8	0	0	2	11	5
WBGene00021730	chrII	3369175	3370111	-	937	0	0	2	0	0	0
WBGene00021727	chrII	3371310	3372145	+	836	0	0	0	0	0	0
WBGene00219758	chrII	3373169	3374185	-	1017	1685	1070	1038	2020	1132	2313
WBGene00170626	chrII	3373666	3373686	+	21	5	0	0	0	0	0
WBGene00165601	chrII	3374009	3374029	+	21	0	0	0	2	0	0
WBGene00021726	chrII	3375079	3376714	+	1636	97	52	54	108	100	188
WBGene00021725	chrII	3377111	3378726	+	1616	157	208	223	224	229	229
WBGene00021724	chrII	3378575	3379551	+	977	1	0	0	0	0	0
WBGene00021723	chrII	3380288	3381403	+	1116	0	0	0	0	0	0
WBGene00020290	chrII	3381836	3384017	+	2182	0	0	0	0	0	0
WBGene00020291	chrII	3384826	3385895	-	1070	0	0	0	0	0	0
WBGene00206385	chrII	3387143	3387603	-	461	0	0	0	0	0	0
WBGene00020292	chrII	3388280	3391586	-	3307	0	0	0	0	0	0
WBGene00020293	chrII	3392036	3395533	-	3498	0	0	0	2	0	0
WBGene00017554	chrII	3395821	3399303	-	3483	2	0	0	0	0	0
WBGene00017555	chrII	3399754	3402925	-	3172	0	0	0	0	0	9
WBGene00017553	chrII	3403835	3406838	+	3004	0	0	0	0	0	0
WBGene00017552	chrII	3406951	3409774	+	2824	0	0	0	0	0	0
WBGene00017556	chrII	3411425	3414469	-	3045	23	0	58	47	39	45
WBGene00017551	chrII	3415005	3416250	+	1246	0	0	0	0	25	0
WBGene00017550	chrII	3416838	3420671	+	3834	0	0	0	0	0	0
WBGene00017557	chrII	3420653	3425533	-	4881	16210	6222	12310	22321	16697	14667
WBGene00196713	chrII	3422222	3422292	+	71	0	0	0	0	0	0
WBGene00015855	chrII	3429406	3431303	+	1898	17	47	19	29	36	65
WBGene00015841	chrII	3431286	3436512	-	5227	4	23	1	7	18	0
WBGene00196136	chrII	3434728	3434779	+	52	0	0	0	0	0	0
WBGene00200876	chrII	3439206	3439292	+	87	0	0	0	0	0	0
WBGene00022931	chrII	3439219	3439290	-	72	0	0	0	0	0	0
WBGene00022930	chrII	3439394	3439466	-	73	0	0	0	0	0	0
WBGene00015854	chrII	3440827	3442445	+	1619	0	0	0	0	0	0
WBGene00195072	chrII	3442490	3443254	-	765	0	0	0	0	0	0
WBGene00015842	chrII	3443488	3444380	-	893	2	0	0	13	0	29
WBGene00015843	chrII	3444689	3445381	-	693	10	0	0	1	14	70
WBGene00015853	chrII	3445760	3446719	+	960	9	0	6	8	0	54
WBGene00195070	chrII	3446957	3448020	+	1064	2	34	0	0	0	0
WBGene00195071	chrII	3448206	3448759	+	554	0	0	0	0	0	0
WBGene00015852	chrII	3449562	3450994	+	1433	3	0	2	0	4	21
WBGene00015851	chrII	3451421	3452409	+	989	2	0	0	6	0	31
WBGene00015850	chrII	3452721	3453602	+	882	0	0	0	3	13	12
WBGene00015849	chrII	3453708	3454688	+	981	3	0	0	4	1	1
WBGene00015856	chrII	3458501	3459023	+	523	1	0	5	0	0	7
WBGene00015845	chrII	3459619	3460314	-	696	0	0	0	0	0	0
WBGene00015846	chrII	3461112	3461681	-	570	0	0	0	0	0	0
WBGene00015847	chrII	3462570	3463194	-	625	0	0	0	0	0	0
WBGene00015848	chrII	3464155	3464680	-	526	0	0	0	0	0	0
WBGene00044377	chrII	3470060	3471703	-	1644	0	0	4	0	0	0
WBGene00044376	chrII	3472075	3472430	-	356	71	0	19	49	62	59
WBGene00021718	chrII	3472879	3473289	+	411	0	0	0	0	0	0
WBGene00021717	chrII	3474050	3474729	+	680	0	0	0	0	0	0
WBGene00021719	chrII	3475644	3477271	-	1628	0	0	0	0	0	0
WBGene00021720	chrII	3479473	3481685	-	2213	31	32	19	45	0	65
WBGene00004896	chrII	3482408	3490143	+	7736	1879	622	1143	1355	1920	1943
WBGene00021716	chrII	3491179	3492881	+	1703	3	0	0	0	0	0
WBGene00021721	chrII	3493934	3499426	-	5493	55	0	17	21	0	42
WBGene00000647	chrII	3500077	3502449	-	2373	45	35	16	19	37	32
WBGene00197552	chrII	3501821	3502045	+	225	0	0	0	0	0	0
WBGene00021715	chrII	3502968	3504910	+	1943	317	81	84	190	306	320
WBGene00021714	chrII	3505017	3509956	+	4940	293	233	397	352	533	391
WBGene00219757	chrII	3509948	3510110	+	163	0	0	1	1	0	0
WBGene00198510	chrII	3511156	3511212	+	57	0	0	0	0	0	0
WBGene00199109	chrII	3512041	3512096	+	56	0	0	0	0	0	0
WBGene00021722	chrII	3512690	3514731	-	2042	27	0	28	45	0	34
WBGene00044378	chrII	3514963	3515484	-	522	0	0	0	0	0	0
WBGene00021118	chrII	3516008	3518898	+	2891	42	21	35	43	70	52
WBGene00023162	chrII	3519086	3519157	-	72	0	0	0	0	0	0
WBGene00023161	chrII	3519250	3519322	-	73	0	0	0	0	0	0
WBGene00021117	chrII	3519494	3520421	+	928	140	0	43	105	80	115
WBGene00000648	chrII	3520703	3524180	-	3478	10	0	22	9	25	11
WBGene00023160	chrII	3521487	3521558	-	72	0	0	0	0	0	0
WBGene00021116	chrII	3525172	3528516	-	3345	4395	1576	2969	3310	5172	5975
WBGene00199131	chrII	3525573	3525620	+	48	0	0	0	0	0	0
WBGene00199813	chrII	3527232	3527284	+	53	0	0	0	0	0	0
WBGene00000162	chrII	3532527	3546431	-	13905	9332	4581	8965	9332	13897	12102
WBGene00021148	chrII	3550651	3553437	+	2787	233	55	169	65	111	184
WBGene00021149	chrII	3553724	3554618	+	895	378	233	189	258	336	522
WBGene00166854	chrII	3555763	3555783	-	21	0	0	0	0	0	0
WBGene00200660	chrII	3556034	3556111	+	78	0	0	0	0	0	0
WBGene00021134	chrII	3559651	3560692	-	1042	43	47	8	24	51	87
WBGene00021135	chrII	3560862	3561661	-	800	24	0	8	7	32	30
WBGene00021136	chrII	3561749	3562570	-	822	31	0	3	6	0	38
WBGene00021137	chrII	3562760	3563360	-	601	1	0	0	0	0	0
WBGene00021147	chrII	3563729	3565837	+	2109	84	53	39	51	1	71
WBGene00021146	chrII	3566028	3567346	+	1319	88	0	27	60	43	129
WBGene00023165	chrII	3567610	3567681	-	72	1	0	0	0	0	0
WBGene00023164	chrII	3567764	3567836	-	73	0	0	0	0	0	0
WBGene00021138	chrII	3568117	3569218	-	1102	0	0	0	0	0	0
WBGene00021139	chrII	3569430	3571027	-	1598	0	0	0	0	0	0
WBGene00021145	chrII	3571491	3572883	+	1393	0	0	0	0	0	0
WBGene00021144	chrII	3573556	3574652	+	1097	0	0	0	0	0	0
WBGene00021140	chrII	3574699	3576201	-	1503	0	0	0	0	0	0
WBGene00021143	chrII	3577045	3578110	+	1066	12	0	0	0	0	10
WBGene00021142	chrII	3578421	3579031	+	611	1	0	0	0	0	0
WBGene00021141	chrII	3580083	3581433	+	1351	0	0	0	0	0	0
WBGene00172164	chrII	3580883	3580903	-	21	0	0	0	0	0	0
WBGene00005281	chrII	3582052	3583505	+	1454	26	20	29	29	0	57
WBGene00005282	chrII	3583987	3586063	+	2077	41	18	43	42	7	17
WBGene00023358	chrII	3586489	3587949	+	1461	8	0	4	9	0	2
WBGene00005280	chrII	3588283	3589721	+	1439	0	0	0	0	0	0
WBGene00005509	chrII	3592051	3593489	-	1439	0	0	0	0	0	0
WBGene00005510	chrII	3593823	3595166	-	1344	0	0	0	0	0	0
WBGene00199556	chrII	3595187	3595281	-	95	0	0	0	0	0	0
WBGene00201701	chrII	3595187	3595281	+	95	0	0	0	0	0	0
WBGene00219755	chrII	3596226	3596812	+	587	20	26	5	5	39	57
WBGene00219756	chrII	3597516	3597914	+	399	114	29	26	70	142	172
WBGene00021711	chrII	3603387	3607384	+	3998	16	27	38	2	60	38
WBGene00021713	chrII	3607937	3609862	-	1926	0	0	0	0	0	0
WBGene00018235	chrII	3610409	3615352	+	4944	0	0	0	0	0	0
WBGene00018234	chrII	3617812	3618621	+	810	44	0	21	7	27	21
WBGene00019799	chrII	3622314	3624058	+	1745	71	49	38	17	81	11
WBGene00019796	chrII	3624198	3626950	+	2753	1	0	5	0	0	0
WBGene00019795	chrII	3627172	3629266	+	2095	0	0	0	0	0	0
WBGene00219238	chrII	3629295	3630860	+	1566	0	0	0	0	0	0
WBGene00019794	chrII	3631444	3633875	+	2432	0	0	0	0	0	0
WBGene00019797	chrII	3637811	3639338	-	1528	0	0	0	0	0	0
WBGene00019793	chrII	3641500	3644082	+	2583	0	0	0	0	0	0
WBGene00019798	chrII	3645427	3646982	+	1556	1	0	0	0	0	0
WBGene00044314	chrII	3647411	3648599	+	1189	1	0	0	0	0	4
WBGene00017590	chrII	3651256	3654276	+	3021	0	0	0	0	0	0
WBGene00017587	chrII	3655678	3657732	+	2055	1	0	0	1	0	0
WBGene00017586	chrII	3660084	3661809	+	1726	11	0	8	6	19	29
WBGene00194713	chrII	3662204	3662618	+	415	24	0	7	1	17	5
WBGene00017588	chrII	3663509	3663896	-	388	0	0	8	0	0	0
WBGene00017585	chrII	3664404	3665120	+	717	0	0	0	0	0	0
WBGene00005988	chrII	3667179	3668664	-	1486	113	101	55	66	53	71
WBGene00005989	chrII	3669321	3671056	-	1736	59	68	26	25	17	14
WBGene00004750	chrII	3671908	3673593	-	1686	0	0	0	0	0	12
WBGene00017584	chrII	3675624	3676733	+	1110	1	0	11	9	0	6
WBGene00017589	chrII	3677535	3681415	-	3881	19	16	15	13	101	35
WBGene00017583	chrII	3683177	3684996	+	1820	738	574	476	694	912	1054
WBGene00005990	chrII	3685952	3687133	-	1182	0	0	0	0	0	0
WBGene00044379	chrII	3687791	3688691	-	901	7	0	0	0	0	0
WBGene00005992	chrII	3689467	3690746	-	1280	0	0	0	0	0	0
WBGene00005991	chrII	3691784	3693231	+	1448	1	0	2	2	0	0
WBGene00005993	chrII	3693401	3694764	-	1364	3	0	32	24	0	8
WBGene00005994	chrII	3695383	3698162	-	2780	3	0	0	0	0	0
WBGene00023283	chrII	3696277	3697297	-	1021	0	0	0	0	0	0
WBGene00005995	chrII	3698599	3699691	-	1093	11	0	20	0	0	16
WBGene00005996	chrII	3699834	3701405	-	1572	3	0	12	3	0	25
WBGene00005997	chrII	3701708	3703250	-	1543	0	0	13	1	0	0
WBGene00005998	chrII	3703721	3704945	-	1225	60	104	128	67	21	109
WBGene00005999	chrII	3705620	3707065	+	1446	79	37	79	92	96	116
WBGene00006000	chrII	3707610	3709221	+	1612	34	0	99	52	0	62
WBGene00006001	chrII	3709555	3710952	+	1398	0	0	25	1	0	12
WBGene00016711	chrII	3711293	3713048	+	1756	419	141	215	215	318	333
WBGene00005319	chrII	3713188	3714695	-	1508	3	0	5	0	40	6
WBGene00005318	chrII	3715000	3716555	-	1556	33	0	27	16	85	58
WBGene00016710	chrII	3717138	3719768	+	2631	406	178	307	355	322	441
WBGene00016709	chrII	3721316	3723084	+	1769	0	0	0	0	0	0
WBGene00016708	chrII	3723378	3723896	+	519	3	0	0	0	0	0
WBGene00016707	chrII	3724225	3725909	+	1685	7	0	3	4	0	0
WBGene00016712	chrII	3725906	3727479	-	1574	2	0	0	0	22	12
WBGene00016713	chrII	3727690	3729707	-	2018	1	0	0	0	0	0
WBGene00017406	chrII	3730152	3731548	-	1397	0	0	0	0	0	0
WBGene00017405	chrII	3731973	3733203	+	1231	0	0	0	3	17	0
WBGene00017407	chrII	3735929	3736943	-	1015	0	0	0	0	0	0
WBGene00017404	chrII	3737334	3738282	+	949	0	0	0	0	0	0
WBGene00017403	chrII	3739947	3740837	+	891	0	0	0	0	0	0
WBGene00017402	chrII	3741884	3742509	+	626	1	0	0	2	0	0
WBGene00044811	chrII	3742465	3743819	-	1355	36	0	8	8	0	1
WBGene00086558	chrII	3744477	3745910	-	1434	12	0	13	0	28	49
WBGene00171692	chrII	3744531	3744551	+	21	0	0	0	0	0	0
WBGene00044693	chrII	3746474	3747459	-	986	0	0	0	0	0	0
WBGene00044694	chrII	3747679	3748819	-	1141	0	0	0	0	0	0
WBGene00044692	chrII	3749061	3750785	-	1725	0	0	2	0	0	0
WBGene00017408	chrII	3751261	3752284	-	1024	2	0	1	0	0	0
WBGene00020774	chrII	3753921	3757428	+	3508	25	25	43	21	62	43
WBGene00006002	chrII	3757799	3759252	+	1454	310	188	77	148	168	261
WBGene00044380	chrII	3759581	3760036	+	456	74	0	38	29	24	31
WBGene00020775	chrII	3760300	3761699	-	1400	138	0	91	93	124	111
WBGene00023348	chrII	3761803	3762838	-	1036	16	0	14	10	0	0
WBGene00006003	chrII	3763447	3764586	-	1140	7	0	2	4	0	0
WBGene00020777	chrII	3765087	3773191	-	8105	1344	613	858	704	1132	1063
WBGene00199888	chrII	3769101	3769151	-	51	0	0	0	0	0	0
WBGene00020773	chrII	3776019	3777459	+	1441	2	0	1	2	0	0
WBGene00020778	chrII	3778406	3779563	-	1158	74	28	32	28	57	68
WBGene00020772	chrII	3782950	3784156	+	1207	7	31	7	4	0	7
WBGene00020771	chrII	3785557	3786666	+	1110	10	0	26	1	23	18
WBGene00195077	chrII	3787451	3788479	+	1029	51	0	5	14	9	22
WBGene00021173	chrII	3790750	3791395	+	646	21	0	7	3	14	1
WBGene00021172	chrII	3791534	3792102	+	569	32	0	16	5	0	23
WBGene00021174	chrII	3792524	3793425	-	902	0	0	0	0	0	0
WBGene00021171	chrII	3795623	3800608	+	4986	137	246	136	117	77	353
WBGene00005380	chrII	3801171	3802589	+	1419	27	0	40	32	1	55
WBGene00002115	chrII	3802959	3803324	-	366	1	0	0	0	0	0
WBGene00018805	chrII	3805493	3807053	-	1561	0	0	0	0	0	4
WBGene00018806	chrII	3807096	3808223	-	1128	16	0	12	22	17	24
WBGene00018804	chrII	3812284	3813426	+	1143	624	154	510	498	843	716
WBGene00018807	chrII	3814376	3815458	-	1083	1142	782	1505	1481	1617	2187
WBGene00018803	chrII	3816686	3818238	+	1553	16964	6568	15598	22449	19203	22646
WBGene00018808	chrII	3820152	3821312	-	1161	0	0	0	0	0	0
WBGene00004821	chrII	3824148	3825614	+	1467	1	0	0	2	2	0
WBGene00018809	chrII	3825661	3827879	-	2219	0	0	0	0	0	0
WBGene00018810	chrII	3829584	3831914	-	2331	0	0	0	0	0	0
WBGene00015873	chrII	3833250	3836015	-	2766	0	0	0	1	0	0
WBGene00015874	chrII	3837338	3838948	-	1611	0	0	0	0	0	0
WBGene00015872	chrII	3839862	3841272	+	1411	0	0	0	0	0	0
WBGene00015875	chrII	3841914	3843405	-	1492	0	0	0	0	0	0
WBGene00015871	chrII	3843609	3845509	+	1901	0	0	0	0	0	0
WBGene00015870	chrII	3846328	3848143	+	1816	0	0	0	0	0	0
WBGene00003662	chrII	3849053	3850725	-	1673	2	0	4	11	59	0
WBGene00015869	chrII	3852954	3854615	+	1662	2	0	0	0	0	0
WBGene00016775	chrII	3855921	3856588	+	668	0	0	0	0	0	0
WBGene00016776	chrII	3858142	3860926	-	2785	1	0	0	0	0	0
WBGene00016777	chrII	3863084	3864752	-	1669	0	0	0	0	0	0
WBGene00003665	chrII	3866798	3868243	+	1446	0	0	0	3	0	9
WBGene00016773	chrII	3869901	3873010	+	3110	0	0	0	0	0	0
WBGene00016778	chrII	3873541	3877227	-	3687	0	0	0	0	0	1
WBGene00016779	chrII	3877249	3877974	-	726	0	0	0	0	0	0
WBGene00005456	chrII	3878630	3879891	+	1262	0	0	0	0	0	0
WBGene00016772	chrII	3880245	3882182	+	1938	97	0	71	67	40	25
WBGene00005311	chrII	3885032	3887995	-	2964	3	0	2	0	0	0
WBGene00018752	chrII	3891424	3893574	+	2151	8	0	6	9	0	43
WBGene00018751	chrII	3894841	3896239	+	1399	6	0	18	4	29	4
WBGene00018750	chrII	3898142	3899663	+	1522	1280	1247	1348	1899	2409	2436
WBGene00018749	chrII	3899851	3900783	+	933	2703	1290	2761	3353	5425	4142
WBGene00018748	chrII	3900788	3902773	+	1986	3630	1942	1980	3897	5230	6623
WBGene00018747	chrII	3902860	3904794	+	1935	1060	624	665	947	1874	2196
WBGene00018754	chrII	3904816	3906620	-	1805	0	0	2	0	0	0
WBGene00018746	chrII	3907140	3908478	+	1339	19	0	58	0	61	81
WBGene00018755	chrII	3908491	3910837	-	2347	405	72	335	317	415	430
WBGene00018745	chrII	3912003	3913385	+	1383	4	0	30	0	19	17
WBGene00018756	chrII	3919794	3927982	-	8189	10084	5368	7139	10924	8802	10562
WBGene00021192	chrII	3932178	3933740	-	1563	27	0	16	6	30	39
WBGene00021191	chrII	3934451	3936008	+	1558	708	309	352	512	599	707
WBGene00004751	chrII	3950145	3972137	+	21993	12446	6717	19493	14950	20879	17688
WBGene00220021	chrII	3957203	3957372	+	170	0	0	0	0	0	0
WBGene00220022	chrII	3970618	3970723	+	106	0	0	0	0	0	0
WBGene00206374	chrII	3972262	3972757	+	496	92	116	59	111	120	284
WBGene00019641	chrII	3972820	3974968	-	2149	57	73	76	122	144	134
WBGene00201060	chrII	3975329	3975399	-	71	0	0	0	0	0	0
WBGene00019640	chrII	3976246	3977969	+	1724	14	0	43	7	43	14
WBGene00202223	chrII	3981050	3981101	+	52	0	0	0	0	0	0
WBGene00003017	chrII	3982549	3986944	+	4396	574	191	633	972	370	608
WBGene00199618	chrII	3984329	3984520	+	192	0	0	0	0	0	0
WBGene00044381	chrII	3987281	3988185	+	905	13	0	17	8	35	33
WBGene00044382	chrII	3988700	3989677	-	978	48	62	25	12	0	73
WBGene00220133	chrII	3990998	3991117	+	120	4	0	0	0	0	0
WBGene00021190	chrII	3993210	3993887	+	678	75	0	2	9	40	89
WBGene00019487	chrII	4004885	4016072	+	11188	2366	1248	2295	2394	2457	2376
WBGene00199767	chrII	4011457	4011509	-	53	0	0	0	0	0	0
WBGene00019486	chrII	4016827	4018701	-	1875	30	0	7	32	0	41
WBGene00019485	chrII	4020482	4025562	-	5081	2223	1009	670	1708	2108	3332
WBGene00019488	chrII	4028577	4029985	+	1409	9497	5314	5163	11917	8510	15856
WBGene00019484	chrII	4031214	4032387	-	1174	1076	364	521	935	909	1034
WBGene00004135	chrII	4038868	4043070	+	4203	2112	1730	805	1595	2273	2323
WBGene00004467	chrII	4043059	4044330	-	1272	2043	453	1016	1495	1294	2070
WBGene00019483	chrII	4044771	4047247	-	2477	0	0	0	0	0	0
WBGene00023318	chrII	4048525	4049129	-	605	51	68	35	34	16	63
WBGene00021055	chrII	4055939	4057707	+	1769	192	241	364	234	415	550
WBGene00021053	chrII	4058956	4061698	-	2743	39	0	40	30	84	102
WBGene00219744	chrII	4059052	4059523	+	472	0	0	0	0	0	0
WBGene00021054	chrII	4063008	4064057	-	1050	0	0	4	2	0	9
WBGene00021052	chrII	4067558	4069771	+	2214	0	0	27	1	0	13
WBGene00020009	chrII	4070009	4072920	+	2912	11	0	18	15	15	95
WBGene00197425	chrII	4082029	4082178	-	150	0	0	0	0	0	0
WBGene00200049	chrII	4082029	4082178	+	150	0	0	2	0	3	0
WBGene00020008	chrII	4083065	4086226	+	3162	3022	1065	2878	2982	3228	3518
WBGene00020007	chrII	4091837	4094349	+	2513	1069	472	1407	952	1243	1114
WBGene00006476	chrII	4100788	4127849	+	27062	6965	3401	8359	7348	8855	8425
WBGene00197540	chrII	4106587	4106674	+	88	0	0	0	0	0	0
